Site_Number,Site_Name,Gridreference,Easting,Northing,Length,Country,N_sections,N_yrs_surveyed,First_year_surveyed,Last_year_surveyed,Survey_type,lat,lon
5030,Coed Bell,SJ088830,308800,383000,2195.0,Wales,11.0,3,2021,2023,UKBMS,53.33601696926259,-3.3710714812364118
5031,Tir Cethyn Farm,SS556952,255600,195200,1285.0,Wales,8.0,3,2021,2023,UKBMS,51.63701776587435,-4.0880140339354005
5032,Lavernock National Nature Reserve,ST180679,318000,167900,396.0,Wales,8.0,3,2021,2023,UKBMS,51.40417730947359,-3.1802412641641666
5033,Lydstep Point,SS088975,208800,197500,1561.0,Wales,4.0,2,2022,2023,UKBMS,51.64370853465125,-4.76479879443415
5034,Centre for Alternative Technology Wales,SH755044,275500,304400,1229.0,Wales,7.0,1,2022,2022,UKBMS,52.62304397243457,-3.8406377306416424
5035,Giltar Point,SS120985,212000,198500,1731.0,Wales,6.0,2,2022,2023,UKBMS,51.65376896053755,-4.719143683776625
5036,"Llandough Allotments, Corbett Road",ST166725,316600,172500,368.0,Wales,6.0,2,2022,2023,UKBMS,51.44532505793425,-3.2014475530582573
5037,Allt Forgan Wood (PHS),SH967246,296700,324600,,Wales,6.0,1,2023,2023,UKBMS,52.80902061903597,-3.533947007334793
5038,Aberduna Nature Reserve (east),SJ203612,320300,361200,1595.0,Wales,11.0,1,2023,2023,UKBMS,53.14196336764185,-3.1929511221713924
5039,Llanymynech Golf Club,SJ264219,326400,321900,3421.0,Wales,8.0,1,2023,2023,UKBMS,52.78963076795995,-3.0928295278483535
5040,Llanymynech WT reserves,SJ264216,326400,321600,1776.0,Wales,4.0,1,2023,2023,UKBMS,52.7869344130624,-3.0927619460534284
5041,Carew Castle Meadows,SN045037,204500,203700,750.0,Wales,5.0,1,2023,2023,UKBMS,51.69790705584288,-4.83033669522538
5042,Pentwyn North,SO182730,318200,273000,1855.0,Wales,9.0,1,2023,2023,UKBMS,52.34894413863114,-3.202312156971474
5043,Pentwyn South,SO183726,318300,272600,1904.0,Wales,7.0,1,2023,2023,UKBMS,52.345363794408264,-3.2007469817018737
5044,Clyne Common North,SS596900,259600,190000,2613.0,Wales,9.0,1,2023,2023,UKBMS,51.591305812443096,-4.028167955502191
5045,Clyne Common South,SS598894,259800,189400,1965.0,Wales,10.0,1,2023,2023,UKBMS,51.58596423070539,-4.025042918637733
5046,West Cross Common,SS604897,260400,189700,1175.0,Wales,14.0,1,2023,2023,UKBMS,51.58880902477432,-4.0165077015206165
5100,Wandlebury Country Park,TL494533,549400,253300,3100.0,England,12.0,4,2017,2021,UKBMS,52.157765854187126,0.18257416855046357
5101,"RSPB Old Hall Marshes, Essex",TL960123,596000,212300,12455.0,England,15.0,6,2017,2023,UKBMS,51.775041513151955,0.8396074406349314
5102,Coton Countryside Reserve South (CPPF),TL413576,541300,257600,2800.0,England,6.0,1,2017,2017,UKBMS,52.19853007944477,0.06604048438533286
5103,Coton Countryside Reserve North (CPPF),TL413583,541300,258300,2300.0,England,6.0,7,2017,2023,UKBMS,52.20481925363727,0.06633223838953435
5104,Ferry Meadows,TL148974,514800,297400,1500.0,England,10.0,3,2017,2019,UKBMS,52.562331084140084,-0.3078783985242073
5105,Greenacres Epping,TL488033,548800,203300,2700.0,England,5.0,2,2016,2017,UKBMS,51.70870846567889,0.1522034884487423
5106,Pods Wood,TL902177,590200,217700,2790.0,England,11.0,1,2017,2017,UKBMS,51.82553601055635,0.7586032169813322
5107,Hyde Hall,TQ782997,578200,199700,6460.0,England,15.0,4,2018,2023,UKBMS,51.66781393914277,0.5754518280328885
5108,Ferry Meadows 2,TL142972,514200,297200,2100.0,England,10.0,1,2018,2018,UKBMS,52.56066001012662,-0.3167943573851227
5109,Pound Wood EWT,TQ820888,582000,188800,2360.0,England,15.0,6,2018,2023,UKBMS,51.568695090804056,0.6246829716443192
5110,Ferry Medows B 2019,TL142972,514200,297200,2300.0,England,10.0,5,2019,2023,UKBMS,52.56066001012662,-0.3167943573851227
5111,EWT Hanningfield Reserve,TQ726972,572600,197200,1800.0,England,10.0,5,2019,2023,UKBMS,51.647103948190534,0.49332408629815544
5112,Ferry Medows A 2019,TL148975,514800,297500,2700.0,England,10.0,5,2019,2023,UKBMS,52.56322967496841,-0.30784381600582206
5113,Great Notley,TL732214,573200,221400,2950.0,England,9.0,1,2019,2019,UKBMS,51.86429490009867,0.51403511888888
5114,Ferry Meadows E,TL152977,515200,297700,2505.0,England,11.0,4,2020,2023,UKBMS,52.5649424033647,-0.3018762137270485
5115,Spaldwick Village,TL127723,512700,272300,3100.0,England,6.0,4,2020,2023,UKBMS,52.33721491734549,-0.34730882438540883
5116,Magog Down,TL490530,549000,253000,3500.0,England,10.0,1,2020,2020,UKBMS,52.1551786624154,0.1765998720700642
5117,Little Baddow Heath,TL788063,578800,206300,2000.0,England,12.0,4,2020,2023,UKBMS,51.726904664443964,0.5874991113317698
5118,Ferry Meadows C,TL149974,514900,297400,2291.0,England,9.0,4,2020,2023,UKBMS,52.56231000051907,-0.3064038781573838
5119,Ferry Meadows D,TL139981,513900,298100,1822.0,England,5.0,4,2020,2023,UKBMS,52.56881018599069,-0.32090894483644933
5120,Cambridge University Botanic Garden,TL454571,545400,257100,1600.0,England,9.0,3,2021,2023,UKBMS,52.192972903515326,0.12577196559884757
5121,Warley Place NR,TQ583908,558300,190800,1778.0,England,15.0,3,2021,2023,UKBMS,51.593810045658536,0.28393077523536125
5122,Magog Down 2021+,TL490530,549000,253000,3276.0,England,10.0,1,2021,2021,UKBMS,52.1551786624154,0.1765998720700642
5123,RSPB Wallasea Island Marsh Flats Trail,TQ9594,595000,194000,4716.0,England,11.0,3,2021,2023,UKBMS,51.61105159516897,0.81491136262051
5124,Great Holland Pits EWT,TM203190,620300,219000,290.0,England,14.0,3,2021,2023,UKBMS,51.826160026181135,1.1955304090779673
5125,Chafford Gorges Nature park Wouldham Cliffs,TQ601793,560100,179300,832.0,England,5.0,3,2021,2023,UKBMS,51.48998462557844,0.30466728493552037
5126,Fingringhoe Wick 2,TM050193,605000,219300,1970.0,England,10.0,3,2021,2023,UKBMS,51.83467273910105,0.9740132027183197
5127,Trumpington Meadows nature reserve (south),TL434536,543400,253600,2362.0,England,5.0,2,2022,2023,UKBMS,52.162050762245634,0.09505510378423827
5128,Hainault Forest,TQ476926,547600,192600,2986.0,England,7.0,1,2022,2022,UKBMS,51.61288584379464,0.1303343028967542
5129,Swadywell Pit,TF118034,511800,303400,1860.0,England,8.0,2,2022,2023,UKBMS,52.616871445744856,-0.3500909373010071
5130,Etton Maxey,TF138077,513800,307700,2236.0,England,8.0,1,2022,2022,UKBMS,52.655095660131,-0.31908316650960594
5131,Garden on Meadgate Avenue,TL718058,571800,205800,119.0,England,9.0,1,2022,2022,UKBMS,51.724600153848,0.48600244298091533
5132,Abbess Roding,TL571112,557100,211200,500.0,England,4.0,1,2022,2022,UKBMS,51.777421483838786,0.275795819441328
5133,Meadgate Park & Meadow,TL726058,572600,205800,860.0,England,4.0,1,2022,2022,UKBMS,51.724354683692845,0.49757339263629513
5134,"Park Wood, Chrishall",TL451390,545100,239000,2656.0,England,3.0,1,2022,2022,UKBMS,52.030434611429506,0.11367987810575902
5135,Baddow Meads - River Chelmer,TL723062,572300,206200,3964.0,England,7.0,1,2022,2022,UKBMS,51.728039906729,0.4934320673172718
5136,Magog Downs,TL490530,549000,253000,3282.0,England,10.0,2,2022,2023,UKBMS,52.1551786624154,0.1765998720700642
5137,Cely Woods,TQ560833,556000,183300,,England,12.0,1,2022,2022,UKBMS,51.52706780885252,0.24742900205871893
5138,Lee Valley - Norman's Pond,TL378033,537800,203300,859.0,England,1.0,1,2022,2022,UKBMS,51.711515615052996,-0.00689309762759162
5139,West Wood,TL622332,562200,233200,2050.0,England,9.0,2,2022,2023,UKBMS,51.973600311739695,0.35998321718489007
5140,Oak Meadow Tree Belt (PHS),TL145972,514500,297200,,England,7.0,1,2023,2023,UKBMS,52.560597038672576,-0.3123709495241997
5141,Wicken Fen Boardwalk,TL562705,556200,270500,1260.0,England,7.0,1,2023,2023,UKBMS,52.31039629600726,0.28983557747425337
5142,Shadwell Wood,TL572413,557200,241300,887.0,England,8.0,1,2023,2023,UKBMS,52.04780217237506,0.2909688911246875
5143,Baddow Meads,TL725064,572500,206400,5914.0,England,11.0,1,2023,2023,UKBMS,51.72977497435142,0.4964240340043354
5144,Brookes Reserve,TL810267,581000,226700,1843.0,England,7.0,1,2023,2023,UKBMS,51.90942267806909,0.629969537159093
5145,Belhus Woods Country Park,TQ571823,557100,182300,1989.0,England,10.0,1,2023,2023,UKBMS,51.517778711722926,0.2628273249245695
5146,Thorndon Country Park,TQ609906,560900,190600,,England,7.0,1,2023,2023,UKBMS,51.591277313664094,0.3213416224910992
5147,Jury Hill,TQ618893,561800,189300,875.0,England,6.0,1,2023,2023,UKBMS,51.579340763697545,0.33372371741346274
5148,Thameside Nature Discovery Park,TQ696806,569600,180600,3880.0,England,6.0,1,2023,2023,UKBMS,51.498895762780364,0.4419983782838793
5149,Bowers Marsh RSPB,TQ758868,575800,186800,2801.0,England,5.0,1,2023,2023,UKBMS,51.55269551386981,0.5343197502018038
5150,Little Haven Nature Reserve,TQ810891,581000,189100,2690.0,England,15.0,1,2023,2023,UKBMS,51.57171131864122,0.6104245452211483
5151,Gunners Park and Shoebury Old Ranges 03,TQ931841,593100,184100,2147.0,England,6.0,1,2023,2023,UKBMS,51.52279667195564,0.7820702068170603
5200,"Cheriton Hill, East",TR203381,620300,138100,1500.0,England,7.0,5,2018,2022,UKBMS,51.09986016658513,1.1451576693133032
5201,Old Park Hill Nature Reserve,TR296436,629600,143600,3300.0,England,14.0,5,2018,2023,UKBMS,51.14558984325091,1.2812604810850319
5202,Bockhill Farm and Kingsdown Leas,TR377474,637700,147400,4000.0,England,10.0,4,2018,2022,UKBMS,51.176396002763916,1.3993620849950121
5203,Darland Banks C,TQ786658,578600,165800,1500.0,England,7.0,6,2018,2023,UKBMS,51.363184701655236,0.5640665303421034
5204,Tonbridge Water Meadows 3,TQ608472,560800,147200,2000.0,England,6.0,1,2018,2018,UKBMS,51.20138676295773,0.30025180069744645
5205,Hawk Wood and Alder Carr East,TQ843527,584300,152700,1300.0,England,4.0,3,2018,2020,UKBMS,51.243698575000145,0.6390898124791575
5206,Alder Carr West and Great Water,TQ837527,583700,152700,914.0,England,3.0,2,2018,2019,UKBMS,51.243891957816295,0.6305033226723956
5207,One Tree Hill (Greenwich Park),TQ390775,539000,177500,1350.0,England,10.0,5,2019,2023,UKBMS,51.47938605625143,0.0002520625216881403
5208,Darrick & Newstead Wood,TQ444650,544400,165000,1120.0,England,6.0,1,2019,2019,UKBMS,51.36571356684623,0.07287096288453218
5209,"Broadham Woods, Scotney Castle",TQ690357,569000,135700,3372.0,England,12.0,5,2019,2023,UKBMS,51.095705727218586,0.41212046673082786
5210,Claypits Wood Transect 2019,TQ684355,568400,135500,1200.0,England,4.0,2,2019,2020,UKBMS,51.09408526391151,0.40346672832294894
5211,South Foreland Valley and Lighthouse Down,TR363438,636300,143800,2000.0,England,10.0,5,2019,2023,UKBMS,51.14466094120612,1.3770072284347925
5212,"Parkland 2019, Scotney Castle",TQ686352,568600,135200,3174.0,England,15.0,5,2019,2023,UKBMS,51.09133129959527,0.4061802043326168
5213,Shorne Woods Country Park,TQ683699,568300,169900,4600.0,England,12.0,4,2019,2023,UKBMS,51.403160454535175,0.4182017708182272
5214,Aycliffe,TR301400,630100,140000,2100.0,England,6.0,1,2019,2019,UKBMS,51.11307122294763,1.2860999286240118
5215,Lullingstone Country Park,TQ526638,552600,163800,3100.0,England,8.0,5,2019,2023,UKBMS,51.35278937971268,0.19005689690649494
5216,Trosley Country Park,TQ632610,563200,161000,4100.0,England,6.0,5,2019,2023,UKBMS,51.32469066647768,0.34086615088307154
5217,Crofton Woods,TQ441664,544100,166400,2200.0,England,6.0,5,2019,2023,UKBMS,51.37836980748251,0.06913171716842215
5218,Devonshire Road Nature Reserve,TQ355736,535500,173600,800.0,England,8.0,3,2019,2022,UKBMS,51.44518789488392,-0.05161056219463739
5219,Hadlow College Estate,TQ627498,562700,149800,2875.0,England,13.0,3,2019,2021,UKBMS,51.22420891132729,0.3286022118839859
5220,Saltbox Hill SSSI,TQ407611,540700,161100,1200.0,England,5.0,3,2019,2021,UKBMS,51.33159558280337,0.018217065490511265
5221,West Kent Golf Course,TQ427609,542700,160900,1464.0,England,5.0,2,2020,2021,UKBMS,51.32930045695027,0.04682543220058205
5222,"Crofton Heath, Clay & Sparrow Woods & Kyd Brook",TQ442667,544200,166700,4027.0,England,11.0,3,2021,2023,UKBMS,51.381040170040414,0.07068923954165002
5223,Dover Castle,TR326418,632600,141800,1500.0,England,9.0,3,2021,2023,UKBMS,51.128221313533494,1.3229140660614112
5224,Crockhamhill Common,TQ441517,544100,151700,1553.0,England,6.0,3,2021,2023,UKBMS,51.246277035978764,0.06319719124467711
5225,Fackenden Down 2021,TQ529604,552900,160400,3587.0,England,9.0,3,2021,2023,UKBMS,51.32215939454254,0.19290314961140745
5226,Hosey Common,TQ453530,545300,153000,,England,5.0,3,2021,2023,UKBMS,51.25765456114952,0.08090533916317456
5227,Thornden Wood East,TR150638,615000,163800,2111.0,England,6.0,3,2021,2023,UKBMS,51.33262884248048,1.0849726584136388
5228,Thornden Wood West,TR142637,614200,163700,3071.0,England,8.0,3,2021,2023,UKBMS,51.3320326385344,1.0734462190791605
5229,Nemo Down,TR292417,629200,141700,1320.0,England,3.0,3,2021,2023,UKBMS,51.1286930926596,1.2743437304852798
5230,Riverside Country Park,TQ809682,580900,168200,4954.0,England,15.0,2,2021,2022,UKBMS,51.38401524263979,0.5982887575049729
5231,Park Gate Down,TR168459,616800,145900,1086.0,England,3.0,2,2021,2022,UKBMS,51.171228466657524,1.0999362870666003
5232,Brenchley Wood,TQ648421,564800,142100,1001.0,England,4.0,1,2021,2021,UKBMS,51.15442764967238,0.3551184167816836
5233,Maceys Meadow,TQ675580,567500,158000,1617.0,England,8.0,3,2021,2023,UKBMS,51.296490141225895,0.40111473109881246
5234,Henley Down,TQ667665,566700,166500,1840.0,England,7.0,3,2021,2023,UKBMS,51.37308771469591,0.39362590534675146
5236,Brockley and Ladywell Cemetery,TQ368749,536800,174900,2327.0,England,11.0,2,2022,2023,UKBMS,51.45655777032515,-0.0324137792318754
5237,Hoblingwell Wood,TQ459692,545900,169200,1849.0,England,9.0,2,2022,2023,UKBMS,51.40307018694635,0.0961264600325421
5238,Braeburn Park Transect 1 Woodland & Scrub,TQ508739,550800,173900,2130.0,England,9.0,2,2022,2023,UKBMS,51.44401992763176,0.1685158993089384
5239,Braeburn Park Transect 2 Grassland & Scrub,TQ511738,551100,173800,797.0,England,3.0,2,2022,2023,UKBMS,51.44304153297384,0.1727867023335314
5240,Hayes Common,TQ411647,541100,164700,,England,5.0,2,2022,2023,UKBMS,51.36384644996732,0.025380783778998006
5241,Chelsfield Green,TQ473641,547300,164100,1604.0,England,6.0,2,2022,2023,UKBMS,51.35688251896957,0.11412589227524902
5242,Eltham Park,TQ438753,543800,175300,1481.0,England,5.0,2,2022,2023,UKBMS,51.458418864485296,0.06843160623497928
5243,Prestson Hill,TQ529624,552900,162400,4080.0,England,8.0,2,2022,2023,UKBMS,51.34012965728928,0.19376082169872616
5244,Sevenoaks Common,TQ529525,552900,152500,,England,8.0,1,2022,2022,UKBMS,51.25117621357454,0.1895239874295876
5245,Farley Common,TQ437540,543700,154000,,England,8.0,1,2022,2022,UKBMS,51.26704574458253,0.058393192006314106
5246,Jumping Downs,TR193486,619300,148600,1263.0,England,6.0,1,2022,2022,UKBMS,51.19451795793434,1.1372882471393329
5248,Avery Hill Park,TQ439741,543900,174100,1241.0,England,5.0,1,2023,2023,UKBMS,51.44761067632692,0.0693822646743789
5249,"Shrewsbury Park, London Borough of Greenwich",TQ443772,544300,177200,2084.0,England,10.0,1,2023,2023,UKBMS,51.47536439992546,0.07639838625596715
5250,Tyland Barn,TQ753593,575300,159300,1076.0,England,12.0,1,2023,2023,UKBMS,51.305822100150195,0.5135174694330855
5251,Roundshill Park Wood,TQ809380,580900,138000,2036.0,England,11.0,1,2023,2023,UKBMS,51.112739083005394,0.5830381080047375
5252,Jubilee Country Park (PHS),TQ437679,543700,167900,,England,9.0,1,2023,2023,UKBMS,51.391949816018894,0.06399468994882639
5253,Fort Burgoyne,TR324427,632400,142700,583.0,England,4.0,1,2023,2023,UKBMS,51.13638165993961,1.320640810665334
5300,Lancing Ring,TQ181062,518100,106200,2320.0,England,9.0,6,2018,2023,UKBMS,50.84328149883161,-0.3239489618775161
5302,Slindon Park Woods,SU954075,495400,107500,2661.0,England,6.0,5,2018,2023,UKBMS,50.85915239205164,-0.6459199116739955
5303,"The Ghyll LNR, Crowborough",TQ532306,553200,130600,3400.0,England,13.0,6,2018,2023,UKBMS,51.05431480503062,0.18450516389377114
5304,Lane End Common,TQ402223,540200,122300,1570.0,England,6.0,6,2018,2023,UKBMS,50.98304308046772,-0.004060357630269016
5305,Northwood,SU956110,495600,111000,2490.0,England,10.0,6,2018,2023,UKBMS,50.89058407115101,-0.6421651997572013
5306,Pound Common,TQ378207,537800,120700,1800.0,England,14.0,6,2018,2023,UKBMS,50.969242807161656,-0.03883545777091737
5307,Slindon Common,SU963073,496300,107300,2641.0,England,11.0,4,2018,2021,UKBMS,50.857205410231224,-0.6331890802934951
5308,Seaford Head East 1,TV509975,550900,97500,2820.0,England,12.0,6,2018,2023,UKBMS,50.7574841196221,0.13804111142043446
5309,Sheffield Park Woodlands,TQ420240,542000,124000,2967.0,England,3.0,1,2018,2018,UKBMS,50.99787963312158,0.022229722551975136
5310,Bedelands Farm Local Nature Reserve,TQ319208,531900,120800,3000.0,England,11.0,1,2019,2019,UKBMS,50.97152157826306,-0.12277729266023248
5311,Seaford Head West,TV497981,549700,98100,2100.0,England,14.0,3,2019,2023,UKBMS,50.763186498227654,0.12128425146652907
5312,Bateman's 01,TQ667239,566700,123900,2750.0,England,10.0,5,2019,2023,UKBMS,50.99036216118613,0.3738777045687606
5313,Chanctonbury Ring,TQ140121,514000,112100,2440.0,England,4.0,5,2019,2023,UKBMS,50.897137226573086,-0.3803205591808633
5314,Nortwood Wood Pasture,SU959108,495900,110800,1850.0,England,7.0,1,2019,2019,UKBMS,50.888736427089306,-0.6379536312580923
5315,Jointer Copse,TQ327144,532700,114400,920.0,England,11.0,3,2020,2023,UKBMS,50.9138183511778,-0.11371921460160947
5316,Footpaths near Billingshurst,TQ095248,509500,124800,1950.0,England,5.0,4,2020,2023,UKBMS,51.01216719709866,-0.44046721019557056
5317,Verdley Wood,SU902260,490200,126000,1539.0,England,4.0,4,2020,2023,UKBMS,51.02630219603481,-0.7152060618985288
5318,Bepton Down,SU859174,485900,117400,1170.0,England,5.0,1,2020,2020,UKBMS,50.94964421824346,-0.7785354795398346
5319,Owlbeech Wood Horsham,TQ202317,520200,131700,1722.0,England,10.0,3,2021,2023,UKBMS,51.07205098837525,-0.2857222967582839
5320,The Liz Williams Butterfly Haven,TQ309072,530900,107200,449.0,England,13.0,3,2021,2023,UKBMS,50.8495177292004,-0.14188566636230307
5321,Knowlands Wood,TQ417171,541700,117100,2968.0,England,12.0,2,2021,2022,UKBMS,50.93594519430703,0.015271821234254501
5322,Crowborough Country Park,TQ529299,552900,129900,937.0,England,2.0,3,2021,2023,UKBMS,51.04810473957831,0.17993263049282057
5323,"Coldean Woods, Brighton",TQ335085,533500,108500,1614.0,England,7.0,3,2021,2023,UKBMS,50.860607884779625,-0.10449942989132581
5324,Graffham Down - Dimmer & Parish,SU913163,491300,116300,763.0,England,6.0,3,2021,2023,UKBMS,50.93892623820965,-0.7019591729477671
5325,Graffham Down - Bowleys Field (2021 NEW ROUTE),SU918163,491800,116300,667.0,England,3.0,3,2021,2023,UKBMS,50.93884695268591,-0.6948449699040065
5326,Walshes Park,TQ523284,552300,128400,4031.0,England,11.0,2,2022,2023,UKBMS,51.034785436319126,0.17074929657665833
5327,"Lawn Memorial Cemetery, BN2 6DD",TQ347055,534700,105500,2343.0,England,8.0,1,2023,2023,UKBMS,50.833367453427314,-0.08856134604071163
5328,Rocking Hill Wood & J&T Field Standen National Trust,TQ389356,538900,135600,1045.0,England,9.0,1,2023,2023,UKBMS,51.102882304674175,-0.017472288012856226
5329,Bateman's 02,TQ674240,567400,124000,1795.0,England,9.0,1,2023,2023,UKBMS,50.99105761541313,0.3838885967886482
5400,Kincorth Hill LNR,NJ939027,393900,802700,2900.0,Scotland,10.0,6,2018,2023,UKBMS,57.115205474163645,-2.1023573325788774
5401,Kernsary path,NG873810,187300,881000,2150.0,Scotland,4.0,2,2018,2023,UKBMS,57.76806551197479,-5.577900104002189
5402,Muirshiel Country Park Transect 1,NS311632,231100,663200,900.0,Scotland,5.0,5,2018,2023,UKBMS,55.83238605851768,-4.698327821544899
5403,Muirshiel Country Park Transect 2,NS311631,231100,663100,1875.0,Scotland,6.0,5,2018,2023,UKBMS,55.83148856317348,-4.698265633251404
5404,Muirshiel Country Park Transect 3,NS311632,231100,663200,2200.0,Scotland,8.0,5,2018,2023,UKBMS,55.83238605851768,-4.698327821544899
5405,Moyle Hill,NX846571,284600,557100,1296.0,Scotland,6.0,2,2018,2019,UKBMS,54.89526386787577,-3.8009030959332866
5406,Sustrans NCN77 Section 3,NO100266,310000,726600,1436.0,Scotland,8.0,6,2016,2022,UKBMS,56.422999392867624,-3.460645357446071
5408,Castlemilk Park,NS607593,260700,659300,2000.0,Scotland,4.0,6,2018,2023,UKBMS,55.80682640483119,-4.224160418716798
5409,Linn Park Original Meadow,NS581592,258100,659200,1400.0,Scotland,11.0,6,2018,2023,UKBMS,55.80517163708758,-4.265556248833206
5410,Holyrood Park: Grayling transect,NT275733,327500,673300,1479.0,Scotland,6.0,6,2018,2023,UKBMS,55.94724600978446,-3.162449364004686
5411,Sustrans - Gailes NCN7,NS320361,232000,636100,1833.0,Scotland,4.0,3,2018,2020,UKBMS,55.58946966366157,-4.6673393993726835
5412,Sustrans East Haven,NO590362,359000,736200,1557.0,Scotland,5.0,6,2018,2023,UKBMS,56.51604927683553,-2.6678859111073474
5413,Carrick Shore,NX576500,257600,550000,1100.0,Scotland,8.0,5,2019,2023,UKBMS,54.824541594209315,-4.218078381513804
5414,Holmhills Wood Community Park,NS638597,263800,659700,1974.0,Scotland,11.0,5,2019,2023,UKBMS,55.81130209573141,-4.174939445137311
5415,Donmouth LNR,NJ952092,395200,809200,1600.0,Scotland,8.0,5,2019,2023,UKBMS,57.173610725965005,-2.081019592672686
5416,Fallin Bing,NS839911,283900,691100,1900.0,Scotland,8.0,5,2019,2023,UKBMS,56.09852662876178,-3.8679408674515043
5417,Little France Park,NT300704,330000,670400,1800.0,Scotland,7.0,3,2019,2023,UKBMS,55.921566304203644,-3.121674888995474
5418,Wet alder woodland,NJ349646,334900,864600,2215.0,Scotland,5.0,1,2019,2019,UKBMS,57.66655201315019,-3.0928843673263136
5419,Calton Hill Grayling Transect,NT262741,326200,674100,850.0,Scotland,3.0,4,2019,2023,UKBMS,55.954234149075674,-3.183479319143872
5421,Fochabers amended,NJ341589,334100,858900,700.0,Scotland,3.0,4,2020,2023,UKBMS,57.61524589801699,-3.1047349488918936
5422,Gordon Castle Walled Garden amended,NJ348591,334800,859100,750.0,Scotland,2.0,4,2020,2023,UKBMS,57.61714389119653,-3.093074306467092
5423,Howietoun Fish Ponds,NS784884,278400,688400,1100.0,Scotland,3.0,4,2020,2023,UKBMS,56.07291379672661,-3.9550701066156044
5424,Monikie Park,NO502383,350200,738300,2075.0,Scotland,5.0,4,2020,2023,UKBMS,56.534062417509844,-2.8112811798086064
5425,Water of Leith,NT219703,321900,670300,1650.0,Scotland,6.0,4,2020,2023,UKBMS,55.91941962441852,-3.2512245063084486
5426,Carron Woodlands,NJ217409,321700,840900,2900.0,Scotland,9.0,4,2020,2023,UKBMS,57.45161982017701,-3.3064401550460834
5427,Havoc Meadow,NS381753,238100,675300,1780.0,Scotland,8.0,4,2020,2023,UKBMS,55.943390915843125,-4.593931838818335
5428,Redlees Quarry,NS681598,268100,659800,1025.0,Scotland,4.0,4,2020,2023,UKBMS,55.813393888487866,-4.106424988795666
5429,Cambusmore B,NN644058,264400,705800,2310.0,Scotland,3.0,4,2020,2023,UKBMS,56.22536415005246,-4.188669394326684
5430,Haughhead,NT106475,310600,647500,1560.0,Scotland,4.0,4,2020,2023,UKBMS,55.71265730505666,-3.4244692706093596
5431,Stonehill - Monument,NN810014,281000,701400,1740.0,Scotland,1.0,3,2020,2022,UKBMS,56.19030100578342,-3.9191356704970928
5432,Sheriff Muir,NN833028,283300,702800,2395.0,Scotland,1.0,3,2020,2022,UKBMS,56.20344188165277,-3.882712516336533
5433,Eildon Hill North,NT558328,355800,632800,2166.0,Scotland,4.0,1,2020,2020,UKBMS,55.58682254809236,-2.702781164551625
5434,S. Muir. Mon - Inn.,NN821019,282100,701900,1200.0,Scotland,1.0,3,2020,2022,UKBMS,56.19506449280276,-3.901643667535386
5435,Seafield Dunes,NS328206,232800,620600,1380.0,Scotland,6.0,2,2020,2021,UKBMS,55.450620644726094,-4.6453035978444355
5436,Abbotsford House,NT507343,350700,634300,1065.0,Scotland,10.0,3,2020,2022,UKBMS,55.599808643816814,-2.7839520113637857
5437,Jenny's Well LNR,NS499627,249900,662700,1967.0,Scotland,11.0,3,2021,2023,UKBMS,55.834112661467394,-4.398193523856518
5438,"Cannerton Brickworks (dis), Banknock",NS784796,278400,679600,1536.0,Scotland,8.0,3,2021,2023,UKBMS,55.99389504171971,-3.951078029434074
5439,Gourdon Coastal Walk,NO823706,382300,770600,1828.0,Scotland,5.0,3,2021,2023,UKBMS,56.82654349486892,-2.2916313599759315
5440,Sustrans - Croftamie,NS477862,247700,686200,2000.0,Scotland,5.0,3,2021,2023,UKBMS,56.04437364393352,-4.446554285735622
5441,Menstrie,NS850973,285000,697300,2123.0,Scotland,6.0,3,2021,2023,UKBMS,56.154467517869314,-3.8529442558606686
5442,Old Mine Nature Park,NS71456017,271450,660170,1545.0,Scotland,5.0,3,2021,2023,UKBMS,55.81761987368527,-4.053179890035966
5443,Ruaig,NM070470,107000,747000,2001.0,Scotland,7.0,3,2021,2023,UKBMS,56.523425236681994,-6.766120240204186
5444,The Saltings LNR,NS465726,246500,672600,1000.0,Scotland,4.0,3,2021,2023,UKBMS,55.921911284442515,-4.458037546963947
5445,Ardersier Common II,NH777559,277700,855900,1132.0,Scotland,8.0,3,2021,2023,UKBMS,57.57654467391919,-4.046748886036241
5446,Pitroddie Den,NO210251,321000,725100,1144.0,Scotland,5.0,3,2021,2023,UKBMS,56.411497765134456,-3.28191818322359
5447,House of Dun,NO668599,366800,759900,1784.0,Scotland,10.0,3,2021,2023,UKBMS,56.72957189451923,-2.544193147321255
5448,Leith Hall,NJ540296,354000,829600,1607.0,Scotland,6.0,3,2021,2023,UKBMS,57.354554097318434,-2.7661462588139125
5449,Community Woodland Dunkeld,NO021422,302100,742200,1542.0,Scotland,13.0,1,2021,2021,UKBMS,56.561521455511944,-3.5945319654050047
5450,Drum Castle Estate,NJ796005,379600,800500,2170.0,Scotland,11.0,3,2021,2023,UKBMS,57.09502758650746,-2.338296386183147
5451,Isle Of May NNR,NT656993,365600,699300,2931.0,Scotland,13.0,1,2021,2021,UKBMS,56.18507978248253,-2.555792663486181
5452,Straiton Pond LNR,NT282667,328200,666700,1760.0,Scotland,6.0,3,2021,2023,UKBMS,55.88806353574359,-3.149487253241002
5453,Girdle Burn,NT028322,302800,632200,2102.0,Scotland,5.0,3,2021,2023,UKBMS,55.57373138241132,-3.5431521468996743
